address_line_1,address_line_2,city,fax,friday_close,friday_open,has_beer_cold_room,has_bilingual_services,has_parking,has_product_consultant,has_special_occasion_permits,has_tasting_bar,has_transit_access,has_vintages_corner,has_wheelchair_accessability,id,inventory_count,inventory_price,inventory_volume_in_milliliters,is_dead,lat,long,monday_close,monday_open,name,postal_code,products_count,saturday_close,saturday_open,store_no,sunday_close,sunday_open,tags,telephone,thursday_close,thursday_open,tuesday_close,tuesday_open,wednesday_close,wednesday_open
70 Carroll Street East,Unit A1,Strathroy,(519) 245-3702,1260.0,600.0,False,False,True,False,True,False,True,True,True,216,24691,38312301,21013473,False,42.9471,-81.6093,1080.0,600.0,Carroll & Caradoc,N7G4G2,1480,1260.0,600.0,216,1080.0,660.0,carroll caradoc 70 street east unit a1 strathroy n7g4g2,(519) 245-1371,1200.0,600.0,1080.0,600.0,1080.0,600.0
2 Cooper Street,Queen's Quay,Toronto,(416) 864-6863,1320.0,540.0,False,True,True,True,True,True,True,True,True,217,158728,407995237,118510179,False,43.643,-79.3723,1320.0,540.0,Queens Quay & Yonge,M5E0B8,4654,1320.0,540.0,217,1080.0,660.0,queens quay yonge 2 cooper street queen's toronto central toronto-central torontocentral m5e0b8,(416) 864-6777,1320.0,540.0,1320.0,540.0,1320.0,540.0
1077 North Service Road,Applewood Village Plaza,Mississauga,(905) 897-5613,1260.0,600.0,False,True,True,False,True,True,True,False,True,218,54323,73558668,42123172,False,43.5906,-79.5775,1260.0,600.0,N Service & Dixie,L4Y1A6,2212,1260.0,600.0,218,1080.0,660.0,n service dixie 1077 north road applewood village plaza mississauga l4y1a6,(905) 897-1092,1260.0,600.0,1260.0,600.0,1260.0,600.0
3132 Hwy 169,P.O. Box 379,Bala,(705) 762-1188,1080.0,600.0,False,False,True,False,True,True,False,True,True,219,23594,39614767,18744409,False,45.0157,-79.6142,1080.0,600.0,Hwy 169 & Gordon St,P0C1A0,1339,1080.0,600.0,219,1080.0,660.0,hwy 169 gordon st 3132 po box 379 bala p0c1a0,(705) 762-3220,1080.0,600.0,1080.0,600.0,1080.0,600.0
66 Huron Walk,P.O. Box 250,Manitouwadge,(807) 826-3541,1080.0,600.0,True,True,True,False,True,False,False,False,True,220,9171,15738694,14252470,False,49.1272,-85.827,1080.0,600.0,Huron & Barber Walk,P0T2C0,633,1080.0,600.0,220,,,huron barber walk 66 po box 250 manitouwadge p0t2c0,(807) 826-3541,1080.0,600.0,1080.0,600.0,1080.0,600.0
1535 Hwy 7A,,Port Perry,(905) 985-7455,1260.0,570.0,True,False,True,False,True,False,False,True,True,221,44037,69442321,36894675,False,44.0951,-78.9625,1260.0,570.0,Scugog Line 6 & Hwy 7A,L9L1B5,2432,1260.0,570.0,221,1080.0,660.0,scugog line 6 hwy 7a 1535 port perry l9l1b5,(905) 985-2392,1260.0,570.0,1260.0,570.0,1260.0,570.0
37 King Street East,P.O. Box 130,Bobcaygeon,(705) 738-2591,1200.0,570.0,False,False,True,False,False,False,False,True,True,222,21466,29411363,17634955,False,44.536,-78.5414,1080.0,570.0,King Street & Hwy. 36,K0M1A0,1273,1080.0,570.0,222,1080.0,660.0,king street hwy 36 37 east po box 130 bobcaygeon k0m1a0,(705) 738-2591,1080.0,570.0,1080.0,570.0,1080.0,570.0
230 Highland Street,P.O. Box 479,Haliburton,(705) 457-2536,1080.0,570.0,False,False,True,False,True,False,True,True,True,223,21732,37078703,17662812,False,45.0464,-78.5076,1080.0,570.0,Hwy. 121 & 118,K0M1S0,1413,1080.0,570.0,223,1080.0,660.0,hwy 121 118 230 highland street po box 479 haliburton k0m1s0,(705) 457-2631,1080.0,570.0,1080.0,570.0,1080.0,570.0
336 Bay Street,,Beaverton,(705) 426-7121,1260.0,570.0,True,False,True,False,True,False,True,False,True,224,19956,27740806,16252359,False,44.429,-79.1554,1080.0,570.0,Bay & Mill,L0K1A0,1337,1080.0,570.0,224,1080.0,660.0,bay mill 336 street beaverton l0k1a0,(705) 426-7373,1080.0,570.0,1080.0,570.0,1080.0,570.0
11 Charles Walk,,Elliot Lake,(705) 848-7391,1200.0,600.0,False,True,True,False,True,True,True,True,True,225,13129,22171756,11259985,False,46.3863,-82.648,1080.0,600.0,Hillside & Ontario Street,P5A2A2,1058,1080.0,600.0,225,1080.0,660.0,hillside ontario street 11 charles walk elliot lake p5a2a2,(705) 848-7391,1080.0,600.0,1080.0,600.0,1080.0,600.0
17555 Yonge Street,,Newmarket,(905) 895-5210,1320.0,600.0,False,False,True,True,True,False,True,True,True,226,72770,122739482,57133694,False,44.0557,-79.4795,1320.0,600.0,Yonge & Davis,L3Y5H6,3506,1320.0,600.0,226,1080.0,660.0,yonge davis 17555 street newmarket l3y5h6,(905) 895-6341,1320.0,600.0,1320.0,600.0,1320.0,600.0
930 Jones Road,,Midland,(705) 526-4688,1260.0,600.0,True,False,True,True,True,False,True,True,True,227,38971,63170675,34665280,False,44.7291,-79.8718,1200.0,600.0,King Street & Heritage Drive,L4R4K3,2335,1200.0,600.0,227,1080.0,660.0,king street heritage drive 930 jones road midland l4r4k3,(705) 526-6911,1200.0,600.0,1200.0,600.0,1200.0,600.0
55 Ellesmere Road,,Scarborough,(416) 447-3624,1320.0,600.0,True,True,True,False,True,True,True,True,True,228,55873,85778285,43461501,False,43.7564,-79.3141,1320.0,600.0,Ellesmere & Victoria Park,M1R4B7,2736,1320.0,600.0,228,1080.0,660.0,ellesmere victoria park 55 road toronto scarborough toronto-scarborough torontoscarborough m1r4b7,(416) 447-1941,1320.0,600.0,1320.0,600.0,1320.0,600.0
97 Parkside Dr West,,Fergus,(519) 843-7558,1260.0,600.0,True,False,True,False,True,False,True,True,True,229,41871,53901962,35472452,False,43.7113,-80.3877,1200.0,600.0,Parkside & St. David,N1M3M5,2098,1200.0,600.0,229,1080.0,660.0,parkside st david 97 dr west fergus n1m3m5,(519) 843-1740,1260.0,600.0,1200.0,600.0,1200.0,600.0
202 10Th Street,P.O. Box 79,Keewatin,(807) 547-2118,1080.0,600.0,True,False,True,False,False,False,True,True,True,230,15671,24137910,18555268,False,49.7619,-94.5541,1080.0,600.0,Front & Tenth Street,P0X1C0,891,1080.0,600.0,230,1080.0,660.0,front tenth street 202 10th po box 79 keewatin p0x1c0,(807) 547-2898,1080.0,600.0,1080.0,600.0,1080.0,600.0
"30 Ottawa Street,",P.O. Box 239,Havelock,(705) 778-3537,1200.0,570.0,False,False,True,False,False,False,True,False,True,231,13007,19132843,10151353,False,44.4334,-77.8901,1080.0,570.0,Hwy. 7 & 30,K0L1Z0,921,1080.0,570.0,231,1080.0,660.0,hwy 7 30 ottawa street po box 239 havelock k0l1z0,(705) 778-2141,1080.0,570.0,1080.0,570.0,1080.0,570.0
10 Commercial Drive,P.O. Box 9,Burk's Falls,(705) 382-0708,1200.0,600.0,True,False,True,False,True,False,False,True,True,232,14238,22386640,17327163,False,45.6099,-79.4021,1080.0,600.0,Hwy 520 & Hwy 11,P0A1C0,1076,1080.0,600.0,232,1080.0,660.0,hwy 520 11 10 commercial drive po box 9 burk's burks falls p0a1c0,(705) 382-2928,1080.0,600.0,1080.0,600.0,1080.0,600.0
657 Upper James Street,Unit 106,Hamilton,(905) 383-3241,1320.0,570.0,True,True,True,True,True,False,True,True,True,233,49453,83129038,40506715,False,43.2352,-79.8766,1320.0,570.0,Upper James & Fennell,L9C5R8,2589,1320.0,570.0,233,1080.0,660.0,upper james fennell 657 street unit 106 hamilton l9c5r8,(905) 383-9344,1320.0,570.0,1320.0,570.0,1320.0,570.0
211 Lloyd Manor Road,,Etobicoke,(416) 244-5523,1260.0,600.0,True,True,True,True,False,False,True,True,True,234,35060,48835268,27514476,False,43.6754,-79.5571,1260.0,600.0,Eglinton & Kipling,M9B6H6,1856,1260.0,600.0,234,1080.0,660.0,eglinton kipling 211 lloyd manor road toronto etobicoke toronto-etobicoke torontoetobicoke m9b6h6,(416) 244-1179,1260.0,600.0,1260.0,600.0,1260.0,600.0
601 Main Street,P.O. Box 127,Powassan,(705) 724-6423,1080.0,600.0,False,False,True,False,False,False,False,True,True,235,9031,13336399,7703445,False,46.0767,-79.3598,1080.0,600.0,Hwy 11 & Hwy 534,P0H1Z0,761,1080.0,600.0,235,1080.0,660.0,hwy 11 534 601 main street po box 127 powassan p0h1z0,(705) 724-2914,1080.0,600.0,1080.0,600.0,1080.0,600.0
3468 Errington Avenue,P.O. Box 338,Chelmsford,(705) 855-4964,1260.0,600.0,True,True,True,False,True,False,True,False,True,236,20899,29197319,18627347,False,46.5792,-81.198,1080.0,600.0,"Errington & HWY.144,. 1 / 2 Mile",P0M1L0,1062,1080.0,600.0,236,1080.0,660.0,errington hwy144 1 2 mile 3468 avenue po box 338 chelmsford p0m1l0,(705) 855-4964,1080.0,600.0,1080.0,600.0,1080.0,600.0
11 Winchester Road East,,Brooklin,(905) 655-7310,1260.0,570.0,True,False,False,False,False,False,False,True,True,237,37381,53446039,30852128,False,43.9534,-78.9604,1260.0,570.0,Winchester & Baldwin,L1M2J7,2171,1260.0,570.0,237,1080.0,660.0,winchester baldwin 11 road east brooklin l1m2j7,(905) 655-7300,1260.0,570.0,1260.0,570.0,1260.0,570.0
117 Market Street East,,Port Dover,(519) 583-2851,1260.0,600.0,False,False,True,False,True,True,False,True,True,238,17312,26781842,13859468,False,42.7877,-80.2013,1080.0,600.0,Hwy. 6 & Market,N0A1N0,1273,1080.0,600.0,238,1080.0,660.0,hwy 6 market 117 street east port dover n0a1n0,(519) 583-1900,1080.0,600.0,1080.0,600.0,1080.0,600.0
30 Wellington Street,,Aylmer,(519) 773-7192,1260.0,600.0,False,False,True,False,True,False,False,False,True,239,17041,28161675,16167598,False,42.7717,-80.9873,1080.0,600.0,Wellington & Hwy #3,N5H2K2,1005,1080.0,600.0,239,1080.0,660.0,wellington hwy #3 30 street aylmer n5h2k2,(519) 773-7122,1080.0,600.0,1080.0,600.0,1080.0,600.0
3 Centre St.,P.O. Box 188,Port Rowan,(519) 586-2151,1080.0,600.0,False,False,True,False,True,False,False,False,True,240,9986,14404185,7712990,False,42.6254,-80.451,1080.0,600.0,Main & Centre Street,N0E1M0,770,1080.0,600.0,240,1080.0,660.0,main centre street 3 st po box 188 port rowan n0e1m0,(519) 586-2151,1080.0,600.0,1080.0,600.0,1080.0,600.0
3 Wildflower Avenue,P.O. Box 117,Temagami,(705) 569-3410,1080.0,600.0,True,True,True,False,True,False,False,True,True,241,6969,10838705,7785309,False,47.064,-79.7898,,,Hwy. 11 & Wildflower Street,P0H2H0,580,1080.0,600.0,241,,,hwy 11 wildflower street 3 avenue po box 117 temagami p0h2h0,(705) 569-3410,1080.0,600.0,1080.0,600.0,1080.0,600.0
510 Brimley Road,,Scarborough,(416) 261-4165,1320.0,600.0,False,True,True,False,True,False,True,False,False,242,43298,70678192,34934226,False,43.7356,-79.2482,1320.0,600.0,Brimley & Eglinton,M1J1A7,2051,1320.0,570.0,242,1080.0,660.0,brimley eglinton 510 road toronto scarborough toronto-scarborough torontoscarborough m1j1a7,(416) 261-6362,1320.0,600.0,1320.0,600.0,1320.0,600.0
1980 Bank Street,,Ottawa,(613) 523-5407,1320.0,570.0,False,True,True,True,True,True,True,True,True,243,84067,149439883,61960244,False,45.3666,-75.6614,1320.0,570.0,Bank & Walkley,K1V0E8,3598,1320.0,570.0,243,1080.0,660.0,bank walkley 1980 street ottawa k1v0e8,(613) 523-7763,1320.0,570.0,1320.0,570.0,1320.0,570.0
1900 Mosley Street,Unit #3,Wasaga Beach,(705) 429-7310,1260.0,600.0,True,False,True,False,True,True,True,True,False,244,35935,56070748,30613618,False,44.4751,-80.0749,1260.0,600.0,Mosley & 45Th,L9Z1Z3,2390,1260.0,600.0,244,1080.0,660.0,mosley 45th 1900 street unit #3 wasaga beach l9z1z3,(705) 429-7300,1260.0,600.0,1260.0,600.0,1260.0,600.0
116 Forestry Road,P.O. Box 358,Longlac,(807) 876-2275,1080.0,600.0,True,True,True,False,True,False,False,False,True,245,8622,14368306,11697058,False,49.7809,-86.5352,1080.0,600.0,Hwy. 11 & Forestry Road,P0T2A0,586,1080.0,600.0,245,1080.0,660.0,hwy 11 forestry road 116 po box 358 longlac p0t2a0,(807) 876-2275,1080.0,600.0,1080.0,600.0,1080.0,600.0
692 Lite Street,,Point Edward,(519) 332-8712,1260.0,600.0,False,False,True,False,True,False,True,False,True,246,15749,26846041,14115487,False,42.9912,-82.4064,1080.0,600.0,Lite & Louisa Street,N7V1A5,1177,1080.0,600.0,246,,,lite louisa street 692 point edward n7v1a5,(519) 332-8711,1080.0,600.0,1080.0,600.0,1080.0,600.0
11 Park Street,P.O. Box 484,Brighton,(613) 475-5824,1200.0,570.0,False,False,True,False,True,False,True,False,True,247,23958,34618216,20115909,False,44.0413,-77.7375,1080.0,570.0,Hwy 2 & Park,K0K1H0,1263,1080.0,570.0,247,1080.0,660.0,hwy 2 park 11 street po box 484 brighton k0k1h0,(613) 475-2712,1080.0,570.0,1080.0,570.0,1080.0,570.0
10375 Yonge Street North,,Richmond Hill,(905) 884-7323,1260.0,600.0,False,False,True,False,True,True,True,True,True,248,44621,79193544,34850435,False,43.8807,-79.4386,1260.0,600.0,Yonge Street & Crosby Ave,L4C3C2,2724,1260.0,600.0,248,1080.0,660.0,yonge street crosby ave 10375 north richmond hill l4c3c2,(905) 884-7321,1260.0,600.0,1260.0,600.0,1260.0,600.0
971 Fennell Avenue East,Fennell Square,Hamilton,(905) 385-5384,1320.0,570.0,False,True,True,False,True,True,True,True,True,249,37730,53594152,31475983,False,43.2286,-79.8371,1260.0,570.0,Upper Gage & Fennell,L8T1R1,1856,1320.0,570.0,249,1080.0,660.0,upper gage fennell 971 avenue east square hamilton l8t1r1,(905) 385-5383,1320.0,570.0,1260.0,570.0,1260.0,570.0
122 Hwy. 8,Stoney Creek Plaza,Stoney Creek,(905) 662-9748,1320.0,600.0,True,False,True,True,True,False,True,True,True,250,47681,85854786,38765859,False,43.223,-79.745,1260.0,600.0,Gray's Rd & Hwy. 8,L8G1C2,2667,1320.0,600.0,250,1080.0,660.0,gray's grays rd hwy 8 122 stoney creek plaza l8g1c2,(905) 662-6031,1260.0,600.0,1260.0,600.0,1260.0,600.0
426 High Street,P.O. Box 129,Mactier,(705) 375-2830,1080.0,600.0,True,False,True,False,True,False,True,True,True,251,13560,22153469,17564534,False,45.1341,-79.7698,1080.0,600.0,Hwy. 169 & 612,P0C1H0,1108,1080.0,600.0,251,1080.0,660.0,hwy 169 612 426 high street po box 129 mactier p0c1h0,(705) 375-2830,1080.0,600.0,1080.0,600.0,1080.0,600.0
343 Glendale Ave.,,St. Catharines,(905) 641-4672,1320.0,600.0,False,False,True,True,True,False,True,True,False,252,63697,102922987,52076715,False,43.1369,-79.2151,1320.0,600.0,Glendale & Merritt,L2T0A1,3184,1320.0,600.0,252,1080.0,660.0,glendale merritt 343 ave st catharines l2t0a1,(905) 641-1169,1320.0,600.0,1320.0,600.0,1320.0,600.0
195 the Donway West,,North York,(416) 447-0763,1260.0,600.0,False,True,True,True,False,False,True,True,True,253,56386,110600549,42392981,False,43.7363,-79.3461,1260.0,600.0,Lawrence & Don Mills,M3C0H6,3454,1260.0,600.0,253,1080.0,660.0,lawrence don mills 195 the donway west toronto north toronto-north torontonorth york m3c0h6,(416) 447-0491,1260.0,600.0,1260.0,600.0,1260.0,600.0
4 Centre Street,P.O. Box 268,Millbrook,(705) 932-2753,1200.0,570.0,True,False,True,False,False,False,False,False,True,254,15742,22840316,16730922,False,44.1521,-78.4486,1080.0,570.0,Tupper & King Street,L0A1G0,976,1080.0,570.0,254,1080.0,660.0,tupper king street 4 centre po box 268 millbrook l0a1g0,(705) 932-2753,1080.0,570.0,1080.0,570.0,1080.0,570.0
14 Main Street East,,Milton,(905) 878-3041,1260.0,570.0,False,True,True,False,True,True,True,True,True,255,36657,56824968,29051237,False,43.5087,-79.8874,1260.0,570.0,Main & Bronte Street,L9T1N3,2171,1260.0,570.0,255,1080.0,660.0,main bronte street 14 east milton l9t1n3,(905) 878-2631,1260.0,570.0,1260.0,570.0,1260.0,570.0
250 Imperial Street S.,P.O. Box 519,Massey,(705) 865-2033,1200.0,600.0,True,True,True,False,True,False,True,False,True,256,10824,14300876,12614257,False,46.212,-82.0771,1080.0,600.0,Hwy. 17 & Imperial N. & S.,P0P1P0,545,1080.0,600.0,256,1080.0,660.0,hwy 17 imperial n s 250 street po box 519 massey p0p1p0,(705) 865-2033,1080.0,600.0,1080.0,600.0,1080.0,600.0
Hwy. 71,P.O. Box 120,Sioux Narrows,(807) 226-5182,1080.0,600.0,False,False,True,False,False,False,False,False,False,257,8453,11868374,8889692,False,49.4101,-94.0968,,,Hwy 71 & Govt. Dock Rd.,P0X1N0,532,1080.0,600.0,257,,,hwy 71 govt dock rd po box 120 sioux narrows p0x1n0,(807) 226-5262,1080.0,600.0,1080.0,600.0,1080.0,600.0
13 Spragge & Queen Street,P.O. Box 99,Manitowaning,(705) 859-3292,1080.0,600.0,True,False,True,False,True,False,False,False,True,258,15326,19108477,20367122,False,45.7446,-81.8069,1080.0,600.0,Queen & Spragge,P0P1N0,700,1080.0,600.0,258,1080.0,660.0,queen spragge 13 street po box 99 manitowaning p0p1n0,(705) 859-3292,1080.0,600.0,1080.0,600.0,1080.0,600.0
48 Coldwater Road,P.O. Box 191,Coldwater,(705) 686-3841,1200.0,600.0,False,False,True,False,False,False,True,False,True,259,16674,23379146,13054963,False,44.7062,-79.6433,1080.0,600.0,Hwy 12 Sturgeon Bay Rd & Coldwater Rd,L0K1E0,919,1080.0,600.0,259,1080.0,660.0,hwy 12 sturgeon bay rd coldwater 48 road po box 191 l0k1e0,(705) 686-3300,1080.0,600.0,1080.0,600.0,1080.0,600.0
893 10Th Street,,Hanover,(519) 364-6481,1260.0,600.0,False,False,True,False,True,True,True,True,True,260,29079,46375597,25375621,False,44.1553,-81.0055,1200.0,600.0,10Th St & 22Nd Ave,N4N1S4,1727,1260.0,600.0,260,1080.0,660.0,10th st 22nd ave 893 street hanover n4n1s4,(519) 364-2980,1260.0,600.0,1200.0,600.0,1200.0,600.0
2 Nichols St,P.O. Box 340,Lakefield,(705) 652-8181,1200.0,570.0,False,False,True,False,False,False,False,True,True,261,21061,28329844,18189932,False,44.4212,-78.2704,1080.0,570.0,Nichols & Water,K0L2H0,1212,1080.0,570.0,261,1080.0,660.0,nichols water 2 st po box 340 lakefield k0l2h0,(705) 652-7031,1080.0,570.0,1080.0,570.0,1080.0,570.0
17 Plaza Drive,P.O. Box 158,Iroquois,(613) 652-4549,1260.0,570.0,True,True,True,False,False,False,False,False,True,262,12467,16729981,13444172,False,44.8495,-75.3161,1080.0,570.0,Heritage Hwy. 4 & 2,K0E1K0,754,1080.0,570.0,262,1080.0,660.0,heritage hwy 4 2 17 plaza drive po box 158 iroquois k0e1k0,(613) 652-4549,1080.0,570.0,1080.0,570.0,1080.0,570.0
2344 Highway #2,,Bowmanville,(905) 623-2870,1320.0,570.0,True,False,True,True,True,True,True,True,True,263,59283,99887296,50428709,False,43.9075,-78.7102,1320.0,570.0,Hwy 2 & Waverly Rd,L1C0K5,2949,1320.0,570.0,263,1080.0,660.0,hwy 2 waverly rd 2344 highway #2 bowmanville l1c0k5,(905) 623-2391,1320.0,570.0,1320.0,570.0,1320.0,570.0
196 Main Street,P.O. Box 239,Lucan,(519) 227-4919,1200.0,600.0,True,False,False,False,True,False,False,False,True,264,13819,19625735,14282515,False,43.189,-81.4054,1080.0,600.0,Main & Market Street,N0M2J0,836,1080.0,600.0,264,1080.0,660.0,main market street 196 po box 239 lucan n0m2j0,(519) 227-4279,1080.0,600.0,1080.0,600.0,1080.0,600.0
30 Mcewan Drive East,,Bolton,(905) 857-7922,1260.0,570.0,False,False,True,True,True,False,True,True,True,265,31807,54104661,26900563,False,43.8629,-79.7135,1260.0,570.0,Hwy. 50 & King Side Road,L7E2Y3,2079,1260.0,570.0,265,1080.0,660.0,hwy 50 king side road 30 mcewan drive east bolton l7e2y3,(905) 857-2620,1260.0,570.0,1260.0,570.0,1260.0,570.0
2 Renfrew Street,,Petawawa,(613) 687-4672,1200.0,570.0,False,False,True,False,True,True,False,False,True,266,31415,45471940,24992821,False,45.8867,-77.2582,1080.0,570.0,County Road 17 & Renfrew Stree,K8H2H3,1626,1080.0,570.0,266,1080.0,660.0,county road 17 renfrew stree 2 street petawawa k8h2h3,(613) 687-4672,1080.0,570.0,1080.0,570.0,1080.0,570.0
12 Elizabeth St. E.,,Creemore,(705) 466-3418,1200.0,600.0,True,False,True,False,False,False,False,False,True,267,12106,15292842,12928175,False,44.3256,-80.1038,1080.0,600.0,Elizabeth & Mill Street,L0M1G0,805,1080.0,600.0,267,1080.0,660.0,elizabeth mill street 12 st e creemore l0m1g0,(705) 466-2110,1080.0,600.0,1080.0,600.0,1080.0,600.0
309 Argyle Street South,,Caledonia,(905) 765-5439,1260.0,600.0,False,False,True,False,True,True,False,False,True,268,29465,42529621,25841242,False,43.064,-79.9601,1260.0,600.0,Hwy. 6 & Haddington Street,N3W1K7,1423,1260.0,600.0,268,1080.0,660.0,hwy 6 haddington street 309 argyle south caledonia n3w1k7,(905) 765-4577,1260.0,600.0,1260.0,600.0,1260.0,600.0
3441 Lawrence Avenue East,Cedarbrae Mall,Scarborough,(416) 431-0277,1260.0,600.0,False,True,True,False,True,True,True,True,False,269,39849,67751115,33070297,False,43.7579,-79.2326,1260.0,600.0,Markham & Lawrence,M1H1B3,2113,1260.0,600.0,269,1080.0,660.0,markham lawrence 3441 avenue east cedarbrae mall toronto scarborough toronto-scarborough torontoscarborough m1h1b3,(416) 431-0791,1260.0,600.0,1260.0,600.0,1260.0,600.0
520 Huron Road,Unit 2,Goderich,(519) 524-8860,1260.0,600.0,True,False,True,False,True,False,True,True,True,270,34792,52277150,29284071,False,43.7314,-81.6916,1200.0,600.0,Huron Road & Suncoast Dr E,N7A3X8,2149,1260.0,600.0,270,1080.0,660.0,huron road suncoast dr e 520 unit 2 goderich n7a3x8,(519) 524-9053,1260.0,600.0,1200.0,600.0,1200.0,600.0
16 Albert Street West,P.O. Box 600,Wingham,(519) 357-1694,1260.0,600.0,False,False,True,False,True,False,True,False,True,271,17276,22315159,13404601,False,43.8914,-81.3096,1080.0,600.0,Albert & Josephine,N0G2W0,932,1080.0,600.0,271,1080.0,660.0,albert josephine 16 street west po box 600 wingham n0g2w0,(519) 357-2120,1080.0,600.0,1080.0,600.0,1080.0,600.0
204 Elgin Street,P.O. 190,White River,(807) 822-2322,1080.0,600.0,True,True,True,False,False,False,False,False,True,272,5848,7982279,7788143,False,48.5904,-85.2811,,,Elgin & Superior Street,P0M3G0,355,1080.0,600.0,272,,,elgin superior street 204 po 190 white river p0m3g0,(807) 822-2322,1080.0,600.0,1080.0,600.0,1080.0,600.0
50 Main Street North,P.O. Box 658,Seaforth,(519) 527-2125,1200.0,600.0,True,False,True,False,True,False,True,False,True,273,12346,18306631,17919884,False,43.5547,-81.3921,1080.0,600.0,Main St. N & Hwy 8 W,N0K1W0,720,1080.0,600.0,273,1080.0,660.0,main st n hwy 8 w 50 street north po box 658 seaforth n0k1w0,(519) 527-0970,1080.0,600.0,1080.0,600.0,1080.0,600.0
11 Main Street,P.O. Box 88,Zurich,(519) 236-4901,1140.0,600.0,True,False,True,False,False,False,False,False,True,274,9383,12228088,9226483,False,43.4215,-81.6189,1080.0,600.0,Main & East Street,N0M2T0,637,1080.0,600.0,274,,,main east street 11 po box 88 zurich n0m2t0,(519) 236-4901,1080.0,600.0,,,1080.0,600.0
146 Main Street South,,Exeter,(519) 235-2170,1260.0,600.0,False,False,True,False,True,False,True,False,True,275,20917,29850145,16101073,False,43.3525,-81.4814,1080.0,600.0,Main St and Wellington,N0M1S1,1313,1080.0,600.0,275,1080.0,660.0,main st and wellington 146 street south exeter n0m1s1,(519) 235-1942,1080.0,600.0,1080.0,600.0,1080.0,600.0
